review_text,rating,date,sentiment_label,source,language
Sangat rekomendasi untuk wisata edukasi. Guide-nya informatif.,5,2025-09-21,positive,synthetic,id
Saya kurang puas karena fasilitas kurang terawat. Biaya masuk cukup mahal.,2,2024-05-25,negative,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Hormati tradisi.",3,2024-09-12,neutral,synthetic,id
Terlalu terlalu padat dan jadi kurang nyaman. Attitude beberapa rombongan buruk.,2,2026-02-19,negative,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2024-11-17,positive,synthetic,id
Too commercial. It feels disappointing for a sacred place.,1,2025-04-04,negative,synthetic,en
Upsells everywhere. It feels wrong for a sacred place.,1,2026-01-01,negative,synthetic,en
Secara umum oke. ada beberapa kios. Respect ya.,3,2025-12-16,neutral,synthetic,id
A sacred site with wonderful history. Visitors should be respectful.,4,2025-02-24,positive,synthetic,en
Tempatnya unik dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,5,2025-02-25,positive,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Respect ya.",3,2025-03-18,neutral,synthetic,id
A sacred site with wonderful history. Be respectful and behave properly.,5,2024-08-24,positive,synthetic,en
"Interesting visit, but facilities are average. depends on the day.",3,2024-11-05,neutral,synthetic,en
"Too packed, hard to enjoy. Visitor behavior ruined the experience.",2,2025-09-02,negative,synthetic,en
A sacred site with meaningful history. Be respectful and behave properly.,5,2025-01-19,positive,synthetic,en
Menarik untuk dikunjungi. area parkir sempit dan petunjuk arah minim.,3,2024-07-13,neutral,synthetic,id
Upsells everywhere. It feels wrong for a sacred place.,1,2025-07-04,negative,synthetic,en
"Terlalu komersial. Untuk tempat sakral, ini terasa tidak pantas.",1,2024-10-23,negative,synthetic,id
Tempatnya unik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2024-12-30,positive,synthetic,id
Upsells everywhere. It feels disappointing for a sacred place.,2,2025-02-08,negative,synthetic,en
Menarik untuk dikunjungi. toiletnya biasa saja dan petunjuk arah minim.,3,2026-03-29,neutral,synthetic,id
Amazing cultural value and beautiful views. Informative tour.,5,2025-08-08,positive,synthetic,en
A sacred site with wonderful history. Be respectful and behave properly.,4,2026-01-23,positive,synthetic,en
Sangat rekomendasi untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2026-01-07,positive,synthetic,id
Terlalu terlalu padat dan jadi susah menikmati suasana. Perilaku pengunjung mengganggu.,2,2026-03-25,negative,synthetic,id
Budaya Toraja terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,5,2025-08-24,positive,synthetic,id
Budaya Toraja terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,5,2024-12-11,positive,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Jaga sopan santun.",3,2024-10-06,neutral,synthetic,id
Budaya Toraja terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,4,2025-09-16,positive,synthetic,id
Worth a stop if you're nearby. Respect traditions.,3,2026-01-13,neutral,synthetic,en
Tempatnya unik dan budayanya terasa kuat. Mohon respect tradisi setempat.,4,2026-01-04,positive,synthetic,id
A sacred site with meaningful history. Please respect local traditions.,5,2026-02-25,positive,synthetic,en
Menarik untuk dikunjungi. toiletnya biasa saja dan informasi aturan belum jelas.,3,2025-07-09,neutral,synthetic,id
Worth a stop if you're nearby. Respect traditions.,3,2025-10-18,neutral,synthetic,en
"Interesting visit, but parking is limited. depends on the day.",3,2024-05-07,neutral,synthetic,en
A sacred site with wonderful history. Visitors should be respectful.,4,2025-12-18,positive,synthetic,en
Terlalu terlalu padat dan jadi bising. Perilaku pengunjung mengganggu.,1,2026-02-16,negative,synthetic,id
Secara umum oke. ticketing cukup tertata. Respect ya.,3,2024-05-06,neutral,synthetic,id
"Lokasinya cukup menarik, tapi fasilitasnya standar. tergantung hari kunjungan.",3,2025-10-06,neutral,synthetic,id
Not worth it: not worth the ticket price and poor facilities.,2,2025-04-27,negative,synthetic,en
A sacred site with meaningful history. Visitors should be respectful.,5,2025-07-26,positive,synthetic,en
Sangat hebat untuk wisata edukasi. Guide-nya informatif.,5,2026-01-07,positive,synthetic,id
Budaya Toraja terasa kuat. Pengelola informatif. Mohon respect tradisi setempat.,4,2025-06-16,positive,synthetic,id
"Lokasinya lumayan, tapi toiletnya biasa saja. tergantung hari kunjungan.",3,2026-02-23,neutral,synthetic,id
Amazing cultural value and great scenery. The guide was helpful.,4,2025-04-01,positive,synthetic,en
Tradisi terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,4,2025-03-12,positive,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Guide-nya informatif.,5,2025-01-29,positive,synthetic,id
Nilai budaya terasa kuat. Warga lokal ramah. Pengunjung sebaiknya hormat dan sopan.,4,2025-03-01,positive,synthetic,id
The place is great and the Toraja culture is strong. Please respect local traditions.,5,2025-04-11,positive,synthetic,en
Sangat rekomendasi untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2025-04-06,positive,synthetic,id
Tempatnya cantik dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,5,2026-01-23,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,4,2026-01-29,positive,synthetic,id
Terlalu terlalu padat dan jadi bising. Attitude beberapa rombongan buruk.,2,2024-09-09,negative,synthetic,id
Menarik untuk dikunjungi. area parkir sempit dan informasi aturan belum jelas.,3,2024-07-08,neutral,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,4,2025-01-19,positive,synthetic,id
Menarik untuk dikunjungi. toiletnya biasa saja dan petunjuk arah minim.,3,2025-01-12,neutral,synthetic,id
Sangat menarik untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2024-09-12,positive,synthetic,id
Secara umum oke. ada beberapa kios. Hormati tradisi.,3,2024-12-30,neutral,synthetic,id
"Lokasinya lumayan, tapi area parkir sempit. lebih enak datang pagi.",3,2024-08-03,neutral,synthetic,id
Secara umum oke. ticketing cukup tertata. Jaga sopan santun.,3,2025-01-06,neutral,synthetic,id
"Lokasinya lumayan, tapi area parkir sempit. tergantung hari kunjungan.",3,2025-05-15,neutral,synthetic,id
"Interesting visit, but parking is limited. depends on the day.",3,2026-03-10,neutral,synthetic,en
"Banyak upsell dan kios. Untuk tempat sakral, ini terasa kurang etis.",2,2024-05-09,negative,synthetic,id
Menarik untuk dikunjungi. toiletnya biasa saja dan petunjuk arah minim.,3,2025-04-13,neutral,synthetic,id
The place is amazing and the cultural heritage is strong. Visitors should be respectful.,5,2025-04-12,positive,synthetic,en
"Too crowded, hard to enjoy. Some visitors had bad behavior.",2,2025-06-07,negative,synthetic,en
Sangat keren untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2024-09-30,positive,synthetic,id
Worth a stop if you're nearby. Be respectful.,3,2025-10-07,neutral,synthetic,en
"Interesting visit, but facilities are average. it can get busy at noon.",3,2024-10-11,neutral,synthetic,en
"Banyak upsell dan kios. Untuk tempat sakral, ini terasa tidak pantas.",2,2025-07-03,negative,synthetic,id
The place is amazing and the Toraja culture is strong. Please respect local traditions.,5,2025-01-21,positive,synthetic,en
Saya kurang puas karena fasilitas kurang terawat. Harga ticket mahal.,1,2025-11-09,negative,synthetic,id
Tradisi terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,5,2026-04-14,positive,synthetic,id
Amazing cultural value and beautiful views. Great explanations from the guide.,5,2026-02-02,positive,synthetic,en
Sangat hebat untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2025-07-02,positive,synthetic,id
Tempatnya unik dan nilai budaya Toraja terasa. Mohon respect tradisi setempat.,5,2025-11-27,positive,synthetic,id
A sacred site with fascinating history. Visitors should be respectful.,5,2024-07-01,positive,synthetic,en
Tempatnya cantik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2025-12-25,positive,synthetic,id
"Lokasinya oke, tapi area parkir sempit. tergantung hari kunjungan.",3,2024-05-10,neutral,synthetic,id
"Interesting visit, but facilities are average. depends on the day.",3,2025-04-21,neutral,synthetic,en
Not worth it: ticket price is expensive and poor facilities.,2,2025-09-09,negative,synthetic,en
The place is great and the local traditions is strong. Be respectful and behave properly.,5,2025-11-04,positive,synthetic,en
A sacred site with wonderful history. Please respect local traditions.,5,2026-02-12,positive,synthetic,en
Menarik untuk dikunjungi. fasilitasnya standar dan papan informasinya kurang.,3,2026-03-11,neutral,synthetic,id
Secara umum oke. ticketing cukup tertata. Respect ya.,3,2025-04-02,neutral,synthetic,id
The place is beautiful and the Toraja culture is strong. Visitors should be respectful.,5,2026-02-11,positive,synthetic,en
Sangat keren untuk wisata edukasi. Guide-nya informatif.,5,2025-10-01,positive,synthetic,id
Tempatnya indah dan tradisi lokal terasa hidup. Mohon respect tradisi setempat.,4,2025-07-20,positive,synthetic,id
Amazing cultural value and beautiful views. The guide was helpful.,5,2025-10-09,positive,synthetic,en
Secara umum oke. ticketing cukup tertata. Jaga sopan santun.,3,2024-06-04,neutral,synthetic,id
Nice overall. not enough information boards and ticketing is organized.,3,2024-11-19,neutral,synthetic,en
"Secara umum oke. ada unsur komersial, tapi masih wajar. Hormati tradisi.",3,2025-11-08,neutral,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,5,2024-04-24,positive,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2025-03-04,positive,synthetic,id
Saya tidak nyaman karena toilet kotor. Biaya masuk cukup mahal.,2,2024-08-03,negative,synthetic,id
Tradisi terasa kuat. Warga lokal ramah. Mohon respect tradisi setempat.,5,2025-08-15,positive,synthetic,id
"Too packed, hard to enjoy. Visitor behavior ruined the experience.",2,2024-11-29,negative,synthetic,en
Tempatnya luar biasa dan nilai budaya Toraja terasa. Tolong jaga etika saat berkunjung.,5,2026-03-10,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan informasi aturan belum jelas.,3,2025-05-02,neutral,synthetic,id
Menarik untuk dikunjungi. toiletnya biasa saja dan informasi aturan belum jelas.,3,2025-05-30,neutral,synthetic,id
The place is great and the local traditions is strong. Be respectful and behave properly.,5,2024-11-17,positive,synthetic,en
Upsells everywhere. It feels unpleasant for a sacred place.,2,2025-06-23,negative,synthetic,en
Menarik untuk dikunjungi. fasilitasnya standar dan papan informasinya kurang.,3,2026-03-29,neutral,synthetic,id
Amazing cultural value and great scenery. Informative tour.,5,2024-04-30,positive,synthetic,en
Tempatnya cantik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,4,2026-03-28,positive,synthetic,id
Terlalu terlalu padat dan jadi susah menikmati suasana. Banyak pengunjung tidak sopan saat berfoto.,1,2025-06-06,negative,synthetic,id
Saya tidak nyaman karena fasilitas kurang terawat. Harga ticket mahal.,2,2025-10-02,negative,synthetic,id
Saya kecewa karena fasilitas kurang terawat. Harga ticket mahal.,1,2025-02-03,negative,synthetic,id
Amazing cultural value and great scenery. Informative tour.,4,2025-05-20,positive,synthetic,en
Sangat rekomendasi untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2025-11-18,positive,synthetic,id
The place is beautiful and the Toraja culture is strong. Visitors should be respectful.,5,2024-09-29,positive,synthetic,en
Tempatnya luar biasa dan budayanya terasa kuat. Mohon respect tradisi setempat.,4,2024-10-07,positive,synthetic,id
Tradisi terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,4,2026-02-22,positive,synthetic,id
Budaya Toraja terasa kuat. Petugas ramah dan membantu. Pengunjung sebaiknya hormat dan sopan.,4,2025-04-05,positive,synthetic,id
Tempatnya luar biasa dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,4,2024-06-13,positive,synthetic,id
"Interesting visit, but parking is limited. depends on the day.",3,2026-04-09,neutral,synthetic,en
Tempatnya luar biasa dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2024-10-17,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan petunjuk arah minim.,3,2025-08-28,neutral,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,4,2025-10-22,positive,synthetic,id
Tempatnya luar biasa dan budayanya terasa kuat. Tolong jaga etika saat berkunjung.,5,2025-11-06,positive,synthetic,id
"Lokasinya lumayan, tapi area parkir sempit. cukup ramai saat jam tertentu.",3,2024-09-16,neutral,synthetic,id
Tempatnya cantik dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2025-01-09,positive,synthetic,id
Nilai budaya terasa kuat. Warga lokal ramah. Pengunjung sebaiknya hormat dan sopan.,4,2025-02-12,positive,synthetic,id
Amazing cultural value and a peaceful atmosphere. Informative tour.,5,2025-02-25,positive,synthetic,en
Tempatnya luar biasa dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,5,2025-09-20,positive,synthetic,id
"Nuansa komersialisasi berlebihan. Untuk tempat sakral, ini terasa mengganggu.",2,2026-01-10,negative,synthetic,id
The place is amazing and the Toraja culture is strong. Please respect local traditions.,4,2024-09-21,positive,synthetic,en
"Lokasinya oke, tapi toiletnya biasa saja. cukup ramai saat jam tertentu.",3,2024-12-21,neutral,synthetic,id
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,4,2024-06-04,positive,synthetic,id
"Terlalu komersial. Untuk tempat sakral, ini terasa kurang etis.",2,2024-05-02,negative,synthetic,id
Nilai budaya terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,5,2026-03-14,positive,synthetic,id
Tradisi terasa kuat. Pengelola informatif. Pengunjung sebaiknya hormat dan sopan.,5,2025-12-09,positive,synthetic,id
The place is amazing and the cultural heritage is strong. Be respectful and behave properly.,4,2026-02-21,positive,synthetic,en
The place is unique and the local traditions is strong. Be respectful and behave properly.,5,2025-10-11,positive,synthetic,en
Saya kecewa karena toilet kotor. Ticket terasa tidak sepadan.,2,2025-06-20,negative,synthetic,id
Tempatnya luar biasa dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2024-05-29,positive,synthetic,id
Over-commercialized. It feels disappointing for a sacred place.,1,2025-10-27,negative,synthetic,en
Nilai budaya terasa kuat. Pengelola informatif. Mohon respect tradisi setempat.,5,2025-11-16,positive,synthetic,id
Tempatnya luar biasa dan budayanya terasa kuat. Tolong jaga etika saat berkunjung.,4,2024-12-06,positive,synthetic,id
The place is amazing and the cultural heritage is strong. Please respect local traditions.,4,2025-12-16,positive,synthetic,en
Sangat keren untuk wisata edukasi. Guide-nya informatif.,5,2025-05-15,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan petunjuk arah minim.,3,2024-08-10,neutral,synthetic,id
Worth a stop if you're nearby. Respect traditions.,3,2024-12-09,neutral,synthetic,en
Not worth it: not worth the ticket price and poor facilities.,2,2026-03-21,negative,synthetic,en
"Lokasinya cukup menarik, tapi area parkir sempit. lebih enak datang pagi.",3,2025-12-09,neutral,synthetic,id
Tradisi terasa kuat. Pengelola informatif. Mohon respect tradisi setempat.,4,2026-03-10,positive,synthetic,id
A sacred site with fascinating history. Be respectful and behave properly.,5,2024-10-29,positive,synthetic,en
"Secara umum oke. ada unsur komersial, tapi masih wajar. Jaga sopan santun.",3,2025-08-24,neutral,synthetic,id
"Interesting visit, but restrooms are basic. depends on the day.",3,2024-12-02,neutral,synthetic,en
Terlalu terlalu padat dan jadi kurang nyaman. Perilaku pengunjung mengganggu.,2,2025-07-27,negative,synthetic,id
Saya kecewa karena jalur akses rusak di beberapa titik. Biaya masuk cukup mahal.,2,2026-02-23,negative,synthetic,id
Tempatnya cantik dan budayanya terasa kuat. Tolong jaga etika saat berkunjung.,5,2025-08-08,positive,synthetic,id
Tempatnya cantik dan nilai budaya Toraja terasa. Tolong jaga etika saat berkunjung.,4,2024-06-19,positive,synthetic,id
"Lokasinya lumayan, tapi area parkir sempit. cukup ramai saat jam tertentu.",3,2025-07-17,neutral,synthetic,id
"Banyak upsell dan kios. Untuk tempat sakral, ini terasa mengganggu.",1,2024-12-15,negative,synthetic,id
Nilai budaya terasa kuat. Pengelola informatif. Tolong jaga etika saat berkunjung.,5,2025-11-03,positive,synthetic,id
Secara umum oke. ada beberapa kios. Hormati tradisi.,3,2026-01-21,neutral,synthetic,id
Menarik untuk dikunjungi. toiletnya biasa saja dan petunjuk arah minim.,3,2025-02-14,neutral,synthetic,id
Worth a stop if you're nearby. Be respectful.,3,2024-09-06,neutral,synthetic,en
Tempatnya luar biasa dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,4,2026-04-03,positive,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Guide-nya informatif.,4,2024-07-08,positive,synthetic,id
Tempatnya luar biasa dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2024-12-19,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Pemandu menjelaskan dengan baik.,4,2024-05-28,positive,synthetic,id
"Nice overall. not enough information boards and some commercialization, but manageable.",3,2025-02-07,neutral,synthetic,en
Tempatnya luar biasa dan tradisi lokal terasa hidup. Mohon respect tradisi setempat.,4,2026-01-06,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2026-02-12,positive,synthetic,id
Secara umum oke. ticketing cukup tertata. Jaga sopan santun.,3,2024-06-16,neutral,synthetic,id
Tempatnya bagus dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2025-05-27,positive,synthetic,id
"Interesting visit, but restrooms are basic. it can get busy at noon.",3,2024-09-17,neutral,synthetic,en
"Nuansa komersialisasi berlebihan. Untuk tempat sakral, ini terasa kurang etis.",2,2024-11-14,negative,synthetic,id
Not worth it: not worth the ticket price and poor facilities.,2,2025-05-05,negative,synthetic,en
Budaya Toraja terasa kuat. Pengelola informatif. Pengunjung sebaiknya hormat dan sopan.,5,2024-07-14,positive,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,5,2025-11-28,positive,synthetic,id
Upsells everywhere. It feels unpleasant for a sacred place.,1,2024-12-10,negative,synthetic,en
Nice overall. signage is unclear and a few stalls around.,3,2025-09-28,neutral,synthetic,en
Secara umum oke. ada beberapa kios. Respect ya.,3,2024-05-16,neutral,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Guide-nya informatif.,5,2024-08-29,positive,synthetic,id
Tempatnya cantik dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2026-04-16,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Guide-nya informatif.,5,2024-10-30,positive,synthetic,id
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2025-03-27,positive,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,4,2025-08-28,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan informasi aturan belum jelas.,3,2026-02-27,neutral,synthetic,id
Nilai budaya terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,5,2024-12-24,positive,synthetic,id
"Interesting visit, but facilities are average. go early for fewer crowds.",3,2025-10-26,neutral,synthetic,en
A sacred site with fascinating history. Visitors should be respectful.,4,2024-07-03,positive,synthetic,en
Tempatnya indah dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2025-02-26,positive,synthetic,id
"Lokasinya cukup menarik, tapi area parkir sempit. cukup ramai saat jam tertentu.",3,2025-01-14,neutral,synthetic,id
Worth a stop if you're nearby. Be respectful.,3,2025-11-21,neutral,synthetic,en
Nice overall. not enough information boards and ticketing is organized.,3,2025-11-01,neutral,synthetic,en
Sangat menarik untuk wisata edukasi. Guide-nya informatif.,5,2024-08-28,positive,synthetic,id
Budaya Toraja terasa kuat. Pengelola informatif. Pengunjung sebaiknya hormat dan sopan.,5,2026-01-14,positive,synthetic,id
Tempatnya indah dan nilai budaya Toraja terasa. Mohon respect tradisi setempat.,4,2026-02-11,positive,synthetic,id
"Lokasinya cukup menarik, tapi area parkir sempit. tergantung hari kunjungan.",3,2024-05-21,neutral,synthetic,id
"Too packed, hard to enjoy. Some visitors had bad behavior.",2,2025-11-14,negative,synthetic,en
"Too crowded, hard to enjoy. Visitor behavior ruined the experience.",2,2025-05-13,negative,synthetic,en
Amazing cultural value and a peaceful atmosphere. The guide was helpful.,4,2025-11-17,positive,synthetic,en
Sangat rekomendasi untuk wisata edukasi. Guide-nya informatif.,4,2024-07-29,positive,synthetic,id
"Lokasinya cukup menarik, tapi fasilitasnya standar. tergantung hari kunjungan.",3,2025-09-02,neutral,synthetic,id
Sangat hebat untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2026-01-28,positive,synthetic,id
"Lokasinya cukup menarik, tapi toiletnya biasa saja. lebih enak datang pagi.",3,2024-08-26,neutral,synthetic,id
"Banyak upsell dan kios. Untuk tempat sakral, ini terasa kurang etis.",2,2024-04-25,negative,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2024-07-12,positive,synthetic,id
Nilai budaya terasa kuat. Petugas ramah dan membantu. Tolong jaga etika saat berkunjung.,5,2024-08-22,positive,synthetic,id
Tempatnya unik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2024-06-04,positive,synthetic,id
The place is unique and the local traditions is strong. Be respectful and behave properly.,5,2024-10-20,positive,synthetic,en
Tempatnya luar biasa dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,4,2025-06-24,positive,synthetic,id
Tempatnya bagus dan tradisi lokal terasa hidup. Tolong jaga etika saat berkunjung.,5,2024-11-23,positive,synthetic,id
"Nice overall. not enough information boards and some commercialization, but manageable.",3,2025-11-06,neutral,synthetic,en
Terlalu penuh rombongan besar dan jadi bising. Banyak pengunjung tidak sopan saat berfoto.,1,2024-09-26,negative,synthetic,id
Amazing cultural value and great scenery. Informative tour.,5,2024-09-22,positive,synthetic,en
"Too crowded, hard to enjoy. Visitor behavior ruined the experience.",2,2024-10-23,negative,synthetic,en
Budaya Toraja terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,5,2025-08-25,positive,synthetic,id
Sangat menarik untuk wisata edukasi. Guide-nya informatif.,5,2024-12-17,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan petunjuk arah minim.,3,2025-10-28,neutral,synthetic,id
Worth a stop if you're nearby. Respect traditions.,3,2024-08-23,neutral,synthetic,en
Saya kurang puas karena jalur akses rusak di beberapa titik. Harga ticket mahal.,2,2024-06-01,negative,synthetic,id
Saya kurang puas karena toilet kotor. Ticket terasa tidak sepadan.,1,2025-11-20,negative,synthetic,id
Nice overall. not enough information boards and ticketing is organized.,3,2025-01-31,neutral,synthetic,en
Sangat menarik untuk wisata edukasi. Guide-nya informatif.,4,2025-09-26,positive,synthetic,id
Nilai budaya terasa kuat. Petugas ramah dan membantu. Mohon respect tradisi setempat.,5,2024-05-13,positive,synthetic,id
Secara umum oke. ticketing cukup tertata. Jaga sopan santun.,3,2025-05-19,neutral,synthetic,id
Nice overall. signage is unclear and ticketing is organized.,3,2025-05-22,neutral,synthetic,en
Tempatnya cantik dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,5,2024-05-22,positive,synthetic,id
The place is unique and the cultural heritage is strong. Be respectful and behave properly.,5,2026-01-14,positive,synthetic,en
Worth a stop if you're nearby. Respect traditions.,3,2025-04-19,neutral,synthetic,en
Not worth it: ticket price is expensive and unclear access path.,1,2025-08-31,negative,synthetic,en
Sangat menarik untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2025-11-09,positive,synthetic,id
Budaya Toraja terasa kuat. Pengelola informatif. Mohon respect tradisi setempat.,4,2025-07-08,positive,synthetic,id
Saya kurang puas karena toilet kotor. Biaya masuk cukup mahal.,2,2025-12-02,negative,synthetic,id
Tempatnya bagus dan budayanya terasa kuat. Pengunjung sebaiknya hormat dan sopan.,4,2024-12-03,positive,synthetic,id
A sacred site with wonderful history. Be respectful and behave properly.,4,2026-03-19,positive,synthetic,en
Sangat rekomendasi untuk wisata edukasi. Penjelasan sejarahnya jelas.,5,2024-11-19,positive,synthetic,id
Menarik untuk dikunjungi. area parkir sempit dan papan informasinya kurang.,3,2026-03-09,neutral,synthetic,id
Sangat rekomendasi untuk wisata edukasi. Guide-nya informatif.,4,2025-11-18,positive,synthetic,id
Amazing cultural value and great scenery. Informative tour.,5,2025-10-12,positive,synthetic,en
Tempatnya luar biasa dan tradisi lokal terasa hidup. Pengunjung sebaiknya hormat dan sopan.,4,2024-06-25,positive,synthetic,id
Sangat keren untuk wisata edukasi. Pemandu menjelaskan dengan baik.,4,2025-02-02,positive,synthetic,id
Tempatnya luar biasa dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,5,2025-10-05,positive,synthetic,id
"Interesting visit, but facilities are average. depends on the day.",3,2024-05-06,neutral,synthetic,en
Terlalu terlalu padat dan jadi bising. Banyak pengunjung tidak sopan saat berfoto.,1,2024-08-13,negative,synthetic,id
Sangat keren untuk wisata edukasi. Guide-nya informatif.,4,2024-11-18,positive,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan papan informasinya kurang.,3,2026-04-06,neutral,synthetic,id
Sangat menarik untuk wisata edukasi. Pemandu menjelaskan dengan baik.,5,2024-07-04,positive,synthetic,id
Amazing cultural value and beautiful views. Great explanations from the guide.,5,2025-02-15,positive,synthetic,en
Sangat keren untuk wisata edukasi. Penjelasan sejarahnya jelas.,4,2025-12-09,positive,synthetic,id
"Lokasinya oke, tapi area parkir sempit. lebih enak datang pagi.",3,2025-05-06,neutral,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Jaga sopan santun.",3,2024-10-26,neutral,synthetic,id
Nice overall. not enough information boards and ticketing is organized.,3,2024-08-07,neutral,synthetic,en
A sacred site with fascinating history. Please respect local traditions.,5,2024-07-01,positive,synthetic,en
"Nuansa komersialisasi berlebihan. Untuk tempat sakral, ini terasa kurang etis.",2,2025-10-07,negative,synthetic,id
"Lokasinya lumayan, tapi toiletnya biasa saja. lebih enak datang pagi.",3,2025-09-10,neutral,synthetic,id
Secara umum oke. ada beberapa kios. Respect ya.,3,2024-08-03,neutral,synthetic,id
Budaya Toraja terasa kuat. Warga lokal ramah. Tolong jaga etika saat berkunjung.,4,2024-05-31,positive,synthetic,id
"Interesting visit, but facilities are average. depends on the day.",3,2024-06-05,neutral,synthetic,en
Amazing cultural value and great scenery. Informative tour.,5,2024-08-06,positive,synthetic,en
Terlalu penuh rombongan besar dan jadi susah menikmati suasana. Perilaku pengunjung mengganggu.,1,2025-07-05,negative,synthetic,id
Tempatnya luar biasa dan budayanya terasa kuat. Mohon respect tradisi setempat.,5,2025-07-24,positive,synthetic,id
"Secara umum oke. ada unsur komersial, tapi masih wajar. Hormati tradisi.",3,2026-04-09,neutral,synthetic,id
"Lokasinya oke, tapi toiletnya biasa saja. cukup ramai saat jam tertentu.",3,2025-09-08,neutral,synthetic,id
Secara umum oke. ticketing cukup tertata. Hormati tradisi.,3,2025-09-22,neutral,synthetic,id
Menarik untuk dikunjungi. fasilitasnya standar dan papan informasinya kurang.,3,2025-07-26,neutral,synthetic,id
"Lokasinya oke, tapi fasilitasnya standar. cukup ramai saat jam tertentu.",3,2025-08-28,neutral,synthetic,id
Tempatnya luar biasa dan nilai budaya Toraja terasa. Pengunjung sebaiknya hormat dan sopan.,5,2024-06-14,positive,synthetic,id
Amazing cultural value and a peaceful atmosphere. Great explanations from the guide.,5,2024-09-12,positive,synthetic,en
"Terlalu komersial. Untuk tempat sakral, ini terasa mengganggu.",2,2024-08-15,negative,synthetic,id
